station_id,datetime,city,station_name,latitude,longitude,pm2_5,pm10,o3,no2,so2,co,pm2_5_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,overall_rating,pm2_5_rating,pm10_rating,o3_rating,no2_rating,so2_rating,co_rating
AA003,2026-06-11 00:59:00,addis_ababa,Piazza Station,9.033,38.7501,22,50,44,23,12,1,71.9,46.3,40.7,21.7,17.1,11.4,71.9,moderate,moderate,good,good,good,good,good
KA001,2026-06-11 12:12:09,kampala,Central Station,0.3177,32.5825,39,62,52,10,17,2,109.8,54.5,48.1,9.4,24.3,22.7,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KA002,2026-06-11 07:53:15,kampala,Nakawa Station,0.3376,32.6251,42,69,54,24,17,2,117.2,57.9,50.0,22.6,24.3,22.7,117.2,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KA003,2026-06-11 20:06:10,kampala,Makindye Station,0.2936,32.5851,31,47,42,20,14,2,90.8,43.5,38.9,18.9,20.0,22.7,90.8,moderate,moderate,good,good,good,good,good
NA001,2026-06-11 04:03:37,nairobi,CBD Station,-1.2921,36.8219,32,49,54,37,24,2,92.9,45.4,50.0,34.9,34.3,22.7,92.9,moderate,moderate,good,good,good,good,good
NA002,2026-06-11 16:42:51,nairobi,Industrial Area Station,-1.3074,36.8364,18,50,65,29,24,2,63.6,46.3,83.7,27.4,34.3,22.7,83.7,moderate,moderate,good,moderate,good,good,good
NA003,2026-06-11 13:38:11,nairobi,Westlands Station,-1.2659,36.8015,26,53,51,33,17,1,80.3,49.1,47.2,31.1,24.3,11.4,80.3,moderate,moderate,good,good,good,good,good
GA001,2026-06-11 20:18:31,gaborone,Main Mall Station,-24.6589,25.9124,38,62,65,23,23,2,107.4,54.5,83.7,21.7,32.9,22.7,107.4,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2026-06-11 16:26:27,gaborone,Broadhurst Station,-24.6428,25.9082,48,60,66,18,31,2,131.9,53.5,86.9,17.0,44.3,22.7,131.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2026-06-11 16:13:14,gaborone,Mogoditshane Station,-24.6279,25.8541,37,62,54,15,24,2,104.9,54.5,50.0,14.2,34.3,22.7,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KI001,2026-06-11 12:40:40,kigali,City Center Station,-1.9501,30.0588,35,48,54,19,17,1,99.2,44.4,50.0,17.9,24.3,11.4,99.2,moderate,moderate,good,good,good,good,good
KI002,2026-06-11 03:07:50,kigali,Kicukiro Station,-1.9845,30.098,32,53,44,17,22,1,92.9,49.1,40.7,16.0,31.4,11.4,92.9,moderate,moderate,good,good,good,good,good
KI003,2026-06-11 14:03:30,kigali,Gikondo Station,-1.9739,30.0826,27,51,46,17,19,1,82.4,47.2,42.6,16.0,27.1,11.4,82.4,moderate,moderate,good,good,good,good,good
AA001,2026-06-12 15:36:13,addis_ababa,Bole Station,9.0227,38.7465,20,24,34,23,19,1,67.8,22.2,31.5,21.7,27.1,11.4,67.8,moderate,moderate,good,good,good,good,good
AA002,2026-06-12 08:23:44,addis_ababa,Merkato Station,9.0256,38.7469,8,54,33,16,17,1,33.3,50.0,30.6,15.1,24.3,11.4,50.0,good,good,good,good,good,good,good
AA003,2026-06-12 02:44:18,addis_ababa,Piazza Station,9.033,38.7501,12,40,23,13,13,1,50.0,37.0,21.3,12.3,18.6,11.4,50.0,good,good,good,good,good,good,good
KA001,2026-06-12 15:02:31,kampala,Central Station,0.3177,32.5825,38,51,47,28,17,2,107.4,47.2,43.5,26.4,24.3,22.7,107.4,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
KA002,2026-06-12 14:43:50,kampala,Nakawa Station,0.3376,32.6251,34,60,33,29,22,2,97.1,53.5,30.6,27.4,31.4,22.7,97.1,moderate,moderate,moderate,good,good,good,good
KA003,2026-06-12 04:46:33,kampala,Makindye Station,0.2936,32.5851,34,63,47,15,19,2,97.1,55.0,43.5,14.2,27.1,22.7,97.1,moderate,moderate,moderate,good,good,good,good
NA001,2026-06-12 13:09:11,nairobi,CBD Station,-1.2921,36.8219,26,48,66,38,18,2,80.3,44.4,86.9,35.8,25.7,22.7,86.9,moderate,moderate,good,moderate,good,good,good
NA002,2026-06-12 10:01:38,nairobi,Industrial Area Station,-1.3074,36.8364,20,38,33,32,18,1,67.8,35.2,30.6,30.2,25.7,11.4,67.8,moderate,moderate,good,good,good,good,good
NA003,2026-06-12 07:48:52,nairobi,Westlands Station,-1.2659,36.8015,27,51,51,32,25,1,82.4,47.2,47.2,30.2,35.7,11.4,82.4,moderate,moderate,good,good,good,good,good
GA001,2026-06-12 15:06:29,gaborone,Main Mall Station,-24.6589,25.9124,40,70,67,22,29,2,112.3,58.4,90.2,20.8,41.4,22.7,112.3,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2026-06-12 02:19:31,gaborone,Broadhurst Station,-24.6428,25.9082,31,63,55,20,26,1,90.8,55.0,51.0,18.9,37.1,11.4,90.8,moderate,moderate,moderate,moderate,good,good,good
GA003,2026-06-12 13:24:13,gaborone,Mogoditshane Station,-24.6279,25.8541,35,55,52,14,31,2,99.2,51.0,48.1,13.2,44.3,22.7,99.2,moderate,moderate,moderate,good,good,good,good
KI001,2026-06-12 14:46:09,kigali,City Center Station,-1.9501,30.0588,40,49,46,19,21,1,112.3,45.4,42.6,17.9,30.0,11.4,112.3,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
KI002,2026-06-12 06:50:50,kigali,Kicukiro Station,-1.9845,30.098,37,65,50,21,15,1,104.9,55.9,46.3,19.8,21.4,11.4,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KI003,2026-06-12 09:39:25,kigali,Gikondo Station,-1.9739,30.0826,37,51,49,22,17,2,104.9,47.2,45.4,20.8,24.3,22.7,104.9,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
AA001,2026-06-13 17:30:39,addis_ababa,Bole Station,9.0227,38.7465,23,34,36,22,13,2,74.0,31.5,33.3,20.8,18.6,22.7,74.0,moderate,moderate,good,good,good,good,good
AA002,2026-06-13 08:08:54,addis_ababa,Merkato Station,9.0256,38.7469,19,54,26,23,16,1,65.7,50.0,24.1,21.7,22.9,11.4,65.7,moderate,moderate,good,good,good,good,good
AA003,2026-06-13 17:52:45,addis_ababa,Piazza Station,9.033,38.7501,18,32,28,21,16,3,63.6,29.6,25.9,19.8,22.9,34.1,63.6,moderate,moderate,good,good,good,good,good
KA001,2026-06-13 23:30:48,kampala,Central Station,0.3177,32.5825,28,62,50,14,17,1,84.5,54.5,46.3,13.2,24.3,11.4,84.5,moderate,moderate,moderate,good,good,good,good
KA002,2026-06-13 11:59:50,kampala,Nakawa Station,0.3376,32.6251,30,39,44,15,19,1,88.7,36.1,40.7,14.2,27.1,11.4,88.7,moderate,moderate,good,good,good,good,good
KA003,2026-06-13 01:48:10,kampala,Makindye Station,0.2936,32.5851,35,26,33,15,11,1,99.2,24.1,30.6,14.2,15.7,11.4,99.2,moderate,moderate,good,good,good,good,good
NA001,2026-06-13 02:57:20,nairobi,CBD Station,-1.2921,36.8219,27,36,42,29,17,1,82.4,33.3,38.9,27.4,24.3,11.4,82.4,moderate,moderate,good,good,good,good,good
NA002,2026-06-13 01:21:01,nairobi,Industrial Area Station,-1.3074,36.8364,28,36,43,25,20,1,84.5,33.3,39.8,23.6,28.6,11.4,84.5,moderate,moderate,good,good,good,good,good
NA003,2026-06-13 09:36:54,nairobi,Westlands Station,-1.2659,36.8015,21,37,48,24,22,1,69.8,34.3,44.4,22.6,31.4,11.4,69.8,moderate,moderate,good,good,good,good,good
GA001,2026-06-13 23:56:42,gaborone,Main Mall Station,-24.6589,25.9124,35,61,60,21,24,1,99.2,54.0,67.3,19.8,34.3,11.4,99.2,moderate,moderate,moderate,moderate,good,good,good
GA002,2026-06-13 14:13:56,gaborone,Broadhurst Station,-24.6428,25.9082,31,59,52,15,19,2,90.8,53.0,48.1,14.2,27.1,22.7,90.8,moderate,moderate,moderate,good,good,good,good
GA003,2026-06-13 14:23:25,gaborone,Mogoditshane Station,-24.6279,25.8541,39,57,45,20,22,1,109.8,52.0,41.7,18.9,31.4,11.4,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KI001,2026-06-13 04:34:23,kigali,City Center Station,-1.9501,30.0588,34,40,47,15,9,1,97.1,37.0,43.5,14.2,12.9,11.4,97.1,moderate,moderate,good,good,good,good,good
KI002,2026-06-13 04:03:48,kigali,Kicukiro Station,-1.9845,30.098,24,39,40,13,15,1,76.1,36.1,37.0,12.3,21.4,11.4,76.1,moderate,moderate,good,good,good,good,good
KI003,2026-06-13 03:45:24,kigali,Gikondo Station,-1.9739,30.0826,30,56,55,16,15,1,88.7,51.5,51.0,15.1,21.4,11.4,88.7,moderate,moderate,moderate,moderate,good,good,good
AA001,2026-06-14 11:37:53,addis_ababa,Bole Station,9.0227,38.7465,18,40,23,15,18,1,63.6,37.0,21.3,14.2,25.7,11.4,63.6,moderate,moderate,good,good,good,good,good
AA002,2026-06-14 16:33:20,addis_ababa,Merkato Station,9.0256,38.7469,15,26,26,19,14,1,57.3,24.1,24.1,17.9,20.0,11.4,57.3,moderate,moderate,good,good,good,good,good
AA003,2026-06-14 08:16:56,addis_ababa,Piazza Station,9.033,38.7501,21,31,30,19,15,1,69.8,28.7,27.8,17.9,21.4,11.4,69.8,moderate,moderate,good,good,good,good,good
KA001,2026-06-14 03:45:12,kampala,Central Station,0.3177,32.5825,35,41,37,15,9,1,99.2,38.0,34.3,14.2,12.9,11.4,99.2,moderate,moderate,good,good,good,good,good
KA002,2026-06-14 17:30:37,kampala,Nakawa Station,0.3376,32.6251,25,58,45,17,15,2,78.2,52.5,41.7,16.0,21.4,22.7,78.2,moderate,moderate,moderate,good,good,good,good
KA003,2026-06-14 00:33:31,kampala,Makindye Station,0.2936,32.5851,31,26,40,10,15,1,90.8,24.1,37.0,9.4,21.4,11.4,90.8,moderate,moderate,good,good,good,good,good
NA001,2026-06-14 08:35:45,nairobi,CBD Station,-1.2921,36.8219,19,36,47,35,16,1,65.7,33.3,43.5,33.0,22.9,11.4,65.7,moderate,moderate,good,good,good,good,good
NA002,2026-06-14 12:05:36,nairobi,Industrial Area Station,-1.3074,36.8364,26,31,51,31,16,2,80.3,28.7,47.2,29.2,22.9,22.7,80.3,moderate,moderate,good,good,good,good,good
NA003,2026-06-14 12:09:08,nairobi,Westlands Station,-1.2659,36.8015,25,42,52,32,18,1,78.2,38.9,48.1,30.2,25.7,11.4,78.2,moderate,moderate,good,good,good,good,good
GA001,2026-06-14 16:08:04,gaborone,Main Mall Station,-24.6589,25.9124,32,60,46,24,26,2,92.9,53.5,42.6,22.6,37.1,22.7,92.9,moderate,moderate,moderate,good,good,good,good
GA002,2026-06-14 01:19:45,gaborone,Broadhurst Station,-24.6428,25.9082,31,65,51,24,24,2,90.8,55.9,47.2,22.6,34.3,22.7,90.8,moderate,moderate,moderate,good,good,good,good
GA003,2026-06-14 00:02:38,gaborone,Mogoditshane Station,-24.6279,25.8541,28,53,54,19,23,2,84.5,49.1,50.0,17.9,32.9,22.7,84.5,moderate,moderate,good,good,good,good,good
KI001,2026-06-14 22:05:26,kigali,City Center Station,-1.9501,30.0588,34,49,39,18,12,1,97.1,45.4,36.1,17.0,17.1,11.4,97.1,moderate,moderate,good,good,good,good,good
KI002,2026-06-14 08:17:20,kigali,Kicukiro Station,-1.9845,30.098,30,48,29,10,13,1,88.7,44.4,26.9,9.4,18.6,11.4,88.7,moderate,moderate,good,good,good,good,good
KI003,2026-06-14 21:58:09,kigali,Gikondo Station,-1.9739,30.0826,23,49,37,18,17,1,74.0,45.4,34.3,17.0,24.3,11.4,74.0,moderate,moderate,good,good,good,good,good
AA001,2026-06-15 13:18:22,addis_ababa,Bole Station,9.0227,38.7465,18,45,38,12,14,1,63.6,41.7,35.2,11.3,20.0,11.4,63.6,moderate,moderate,good,good,good,good,good
AA002,2026-06-15 14:50:30,addis_ababa,Merkato Station,9.0256,38.7469,23,40,31,18,14,2,74.0,37.0,28.7,17.0,20.0,22.7,74.0,moderate,moderate,good,good,good,good,good
AA003,2026-06-15 22:38:20,addis_ababa,Piazza Station,9.033,38.7501,18,39,37,20,5,1,63.6,36.1,34.3,18.9,7.1,11.4,63.6,moderate,moderate,good,good,good,good,good
KA001,2026-06-15 08:42:32,kampala,Central Station,0.3177,32.5825,32,58,50,19,14,2,92.9,52.5,46.3,17.9,20.0,22.7,92.9,moderate,moderate,moderate,good,good,good,good
KA002,2026-06-15 11:39:30,kampala,Nakawa Station,0.3376,32.6251,28,53,51,20,20,3,84.5,49.1,47.2,18.9,28.6,34.1,84.5,moderate,moderate,good,good,good,good,good
KA003,2026-06-15 08:12:49,kampala,Makindye Station,0.2936,32.5851,38,61,35,18,14,1,107.4,54.0,32.4,17.0,20.0,11.4,107.4,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
NA001,2026-06-15 01:20:22,nairobi,CBD Station,-1.2921,36.8219,23,36,58,27,17,1,74.0,33.3,60.8,25.5,24.3,11.4,74.0,moderate,moderate,good,moderate,good,good,good
NA002,2026-06-15 08:35:16,nairobi,Industrial Area Station,-1.3074,36.8364,25,47,54,28,25,1,78.2,43.5,50.0,26.4,35.7,11.4,78.2,moderate,moderate,good,good,good,good,good
NA003,2026-06-15 16:33:41,nairobi,Westlands Station,-1.2659,36.8015,24,59,47,33,18,1,76.1,53.0,43.5,31.1,25.7,11.4,76.1,moderate,moderate,moderate,good,good,good,good
GA001,2026-06-15 20:05:07,gaborone,Main Mall Station,-24.6589,25.9124,31,55,54,17,24,1,90.8,51.0,50.0,16.0,34.3,11.4,90.8,moderate,moderate,moderate,good,good,good,good
GA002,2026-06-15 12:57:37,gaborone,Broadhurst Station,-24.6428,25.9082,33,63,60,27,27,2,95.0,55.0,67.3,25.5,38.6,22.7,95.0,moderate,moderate,moderate,moderate,good,good,good
GA003,2026-06-15 23:56:26,gaborone,Mogoditshane Station,-24.6279,25.8541,45,58,64,30,23,1,124.5,52.5,80.4,28.3,32.9,11.4,124.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2026-06-15 15:27:33,kigali,City Center Station,-1.9501,30.0588,27,51,34,29,17,1,82.4,47.2,31.5,27.4,24.3,11.4,82.4,moderate,moderate,good,good,good,good,good
KI002,2026-06-15 16:14:21,kigali,Kicukiro Station,-1.9845,30.098,36,60,43,14,17,1,102.5,53.5,39.8,13.2,24.3,11.4,102.5,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KI003,2026-06-15 11:38:15,kigali,Gikondo Station,-1.9739,30.0826,29,59,49,20,22,1,86.6,53.0,45.4,18.9,31.4,11.4,86.6,moderate,moderate,moderate,good,good,good,good
AA001,2026-06-16 02:43:28,addis_ababa,Bole Station,9.0227,38.7465,21,42,30,17,13,1,69.8,38.9,27.8,16.0,18.6,11.4,69.8,moderate,moderate,good,good,good,good,good
AA002,2026-06-16 11:39:33,addis_ababa,Merkato Station,9.0256,38.7469,15,33,38,13,15,1,57.3,30.6,35.2,12.3,21.4,11.4,57.3,moderate,moderate,good,good,good,good,good
AA003,2026-06-16 04:00:32,addis_ababa,Piazza Station,9.033,38.7501,18,30,42,21,15,1,63.6,27.8,38.9,19.8,21.4,11.4,63.6,moderate,moderate,good,good,good,good,good
KA001,2026-06-16 18:07:18,kampala,Central Station,0.3177,32.5825,40,46,56,22,17,2,112.3,42.6,54.3,20.8,24.3,22.7,112.3,unhealthy_sensitive,unhealthy_sensitive,good,moderate,good,good,good
KA002,2026-06-16 16:10:31,kampala,Nakawa Station,0.3376,32.6251,31,54,43,19,18,3,90.8,50.0,39.8,17.9,25.7,34.1,90.8,moderate,moderate,good,good,good,good,good
KA003,2026-06-16 02:05:39,kampala,Makindye Station,0.2936,32.5851,31,53,42,31,16,2,90.8,49.1,38.9,29.2,22.9,22.7,90.8,moderate,moderate,good,good,good,good,good
NA001,2026-06-16 15:32:57,nairobi,CBD Station,-1.2921,36.8219,22,50,39,36,16,1,71.9,46.3,36.1,34.0,22.9,11.4,71.9,moderate,moderate,good,good,good,good,good
NA002,2026-06-16 04:09:11,nairobi,Industrial Area Station,-1.3074,36.8364,32,44,57,38,19,2,92.9,40.7,57.5,35.8,27.1,22.7,92.9,moderate,moderate,good,moderate,good,good,good
NA003,2026-06-16 22:21:01,nairobi,Westlands Station,-1.2659,36.8015,21,44,57,30,18,2,69.8,40.7,57.5,28.3,25.7,22.7,69.8,moderate,moderate,good,moderate,good,good,good
GA001,2026-06-16 11:09:36,gaborone,Main Mall Station,-24.6589,25.9124,48,93,85,29,39,3,131.9,69.8,150.0,27.4,54.8,34.1,150.0,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,moderate,good
GA002,2026-06-16 10:40:27,gaborone,Broadhurst Station,-24.6428,25.9082,54,80,81,31,35,1,146.6,63.4,136.0,29.2,50.0,11.4,146.6,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2026-06-16 22:48:22,gaborone,Mogoditshane Station,-24.6279,25.8541,50,92,90,37,44,2,136.8,69.3,161.3,34.9,61.1,22.7,161.3,unhealthy,unhealthy_sensitive,moderate,unhealthy,good,moderate,good
KI001,2026-06-16 21:30:01,kigali,City Center Station,-1.9501,30.0588,22,46,40,18,14,1,71.9,42.6,37.0,17.0,20.0,11.4,71.9,moderate,moderate,good,good,good,good,good
KI002,2026-06-16 10:54:53,kigali,Kicukiro Station,-1.9845,30.098,25,39,50,21,19,1,78.2,36.1,46.3,19.8,27.1,11.4,78.2,moderate,moderate,good,good,good,good,good
KI003,2026-06-16 18:31:22,kigali,Gikondo Station,-1.9739,30.0826,32,45,56,18,16,1,92.9,41.7,54.3,17.0,22.9,11.4,92.9,moderate,moderate,good,moderate,good,good,good
AA001,2026-06-17 00:59:02,addis_ababa,Bole Station,9.0227,38.7465,33,47,43,24,11,1,95.0,43.5,39.8,22.6,15.7,11.4,95.0,moderate,moderate,good,good,good,good,good
AA002,2026-06-17 19:48:16,addis_ababa,Merkato Station,9.0256,38.7469,18,33,30,14,4,1,63.6,30.6,27.8,13.2,5.7,11.4,63.6,moderate,moderate,good,good,good,good,good
AA003,2026-06-17 06:40:33,addis_ababa,Piazza Station,9.033,38.7501,15,35,34,22,16,1,57.3,32.4,31.5,20.8,22.9,11.4,57.3,moderate,moderate,good,good,good,good,good
KA001,2026-06-17 14:48:45,kampala,Central Station,0.3177,32.5825,30,54,49,26,18,2,88.7,50.0,45.4,24.5,25.7,22.7,88.7,moderate,moderate,good,good,good,good,good
KA002,2026-06-17 08:03:51,kampala,Nakawa Station,0.3376,32.6251,34,69,48,19,13,2,97.1,57.9,44.4,17.9,18.6,22.7,97.1,moderate,moderate,moderate,good,good,good,good
KA003,2026-06-17 20:52:13,kampala,Makindye Station,0.2936,32.5851,35,59,49,26,15,2,99.2,53.0,45.4,24.5,21.4,22.7,99.2,moderate,moderate,moderate,good,good,good,good
NA001,2026-06-17 04:55:54,nairobi,CBD Station,-1.2921,36.8219,21,33,54,27,21,1,69.8,30.6,50.0,25.5,30.0,11.4,69.8,moderate,moderate,good,good,good,good,good
NA002,2026-06-17 10:27:17,nairobi,Industrial Area Station,-1.3074,36.8364,23,32,48,35,17,1,74.0,29.6,44.4,33.0,24.3,11.4,74.0,moderate,moderate,good,good,good,good,good
NA003,2026-06-17 03:58:29,nairobi,Westlands Station,-1.2659,36.8015,18,44,44,29,16,1,63.6,40.7,40.7,27.4,22.9,11.4,63.6,moderate,moderate,good,good,good,good,good
GA001,2026-06-17 14:19:47,gaborone,Main Mall Station,-24.6589,25.9124,41,63,53,29,19,1,114.7,55.0,49.1,27.4,27.1,11.4,114.7,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
GA002,2026-06-17 15:18:48,gaborone,Broadhurst Station,-24.6428,25.9082,34,50,60,26,30,2,97.1,46.3,67.3,24.5,42.9,22.7,97.1,moderate,moderate,good,moderate,good,good,good
GA003,2026-06-17 07:50:41,gaborone,Mogoditshane Station,-24.6279,25.8541,36,66,76,15,22,2,102.5,56.4,118.5,14.2,31.4,22.7,118.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
KI001,2026-06-17 05:18:12,kigali,City Center Station,-1.9501,30.0588,22,53,42,19,21,1,71.9,49.1,38.9,17.9,30.0,11.4,71.9,moderate,moderate,good,good,good,good,good
KI002,2026-06-17 15:53:44,kigali,Kicukiro Station,-1.9845,30.098,33,38,39,23,9,1,95.0,35.2,36.1,21.7,12.9,11.4,95.0,moderate,moderate,good,good,good,good,good
KI003,2026-06-17 02:15:48,kigali,Gikondo Station,-1.9739,30.0826,36,50,38,19,16,1,102.5,46.3,35.2,17.9,22.9,11.4,102.5,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
AA001,2026-06-18 11:46:17,addis_ababa,Bole Station,9.0227,38.7465,13,33,34,16,16,1,53.1,30.6,31.5,15.1,22.9,11.4,53.1,moderate,moderate,good,good,good,good,good
AA002,2026-06-18 00:57:27,addis_ababa,Merkato Station,9.0256,38.7469,27,49,31,27,17,1,82.4,45.4,28.7,25.5,24.3,11.4,82.4,moderate,moderate,good,good,good,good,good
AA003,2026-06-18 17:49:23,addis_ababa,Piazza Station,9.033,38.7501,23,22,32,17,10,1,74.0,20.4,29.6,16.0,14.3,11.4,74.0,moderate,moderate,good,good,good,good,good
KA001,2026-06-18 22:23:37,kampala,Central Station,0.3177,32.5825,32,54,39,22,17,2,92.9,50.0,36.1,20.8,24.3,22.7,92.9,moderate,moderate,good,good,good,good,good
KA002,2026-06-18 07:50:35,kampala,Nakawa Station,0.3376,32.6251,33,48,42,25,17,1,95.0,44.4,38.9,23.6,24.3,11.4,95.0,moderate,moderate,good,good,good,good,good
KA003,2026-06-18 00:49:18,kampala,Makindye Station,0.2936,32.5851,29,47,42,24,21,1,86.6,43.5,38.9,22.6,30.0,11.4,86.6,moderate,moderate,good,good,good,good,good
NA001,2026-06-18 10:58:24,nairobi,CBD Station,-1.2921,36.8219,22,44,42,29,13,1,71.9,40.7,38.9,27.4,18.6,11.4,71.9,moderate,moderate,good,good,good,good,good
NA002,2026-06-18 22:20:38,nairobi,Industrial Area Station,-1.3074,36.8364,22,51,44,37,20,1,71.9,47.2,40.7,34.9,28.6,11.4,71.9,moderate,moderate,good,good,good,good,good
NA003,2026-06-18 11:26:29,nairobi,Westlands Station,-1.2659,36.8015,33,42,38,32,20,2,95.0,38.9,35.2,30.2,28.6,22.7,95.0,moderate,moderate,good,good,good,good,good
GA001,2026-06-18 12:27:55,gaborone,Main Mall Station,-24.6589,25.9124,36,63,65,22,24,1,102.5,55.0,83.7,20.8,34.3,11.4,102.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2026-06-18 10:12:47,gaborone,Broadhurst Station,-24.6428,25.9082,30,44,51,16,23,2,88.7,40.7,47.2,15.1,32.9,22.7,88.7,moderate,moderate,good,good,good,good,good
GA003,2026-06-18 18:41:02,gaborone,Mogoditshane Station,-24.6279,25.8541,34,67,62,26,22,3,97.1,56.9,73.9,24.5,31.4,34.1,97.1,moderate,moderate,moderate,moderate,good,good,good
KI001,2026-06-18 10:11:28,kigali,City Center Station,-1.9501,30.0588,24,47,46,20,19,1,76.1,43.5,42.6,18.9,27.1,11.4,76.1,moderate,moderate,good,good,good,good,good
KI002,2026-06-18 18:47:39,kigali,Kicukiro Station,-1.9845,30.098,28,68,46,17,16,2,84.5,57.4,42.6,16.0,22.9,22.7,84.5,moderate,moderate,moderate,good,good,good,good
KI003,2026-06-18 11:55:01,kigali,Gikondo Station,-1.9739,30.0826,37,55,52,16,21,2,104.9,51.0,48.1,15.1,30.0,22.7,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
AA001,2026-06-19 03:01:43,addis_ababa,Bole Station,9.0227,38.7465,26,42,34,18,18,1,80.3,38.9,31.5,17.0,25.7,11.4,80.3,moderate,moderate,good,good,good,good,good
AA002,2026-06-19 20:11:10,addis_ababa,Merkato Station,9.0256,38.7469,19,35,33,17,12,1,65.7,32.4,30.6,16.0,17.1,11.4,65.7,moderate,moderate,good,good,good,good,good
AA003,2026-06-19 19:44:35,addis_ababa,Piazza Station,9.033,38.7501,25,22,35,22,13,1,78.2,20.4,32.4,20.8,18.6,11.4,78.2,moderate,moderate,good,good,good,good,good
KA001,2026-06-19 09:46:27,kampala,Central Station,0.3177,32.5825,34,57,49,22,14,2,97.1,52.0,45.4,20.8,20.0,22.7,97.1,moderate,moderate,moderate,good,good,good,good
KA002,2026-06-19 13:03:30,kampala,Nakawa Station,0.3376,32.6251,31,54,48,20,12,1,90.8,50.0,44.4,18.9,17.1,11.4,90.8,moderate,moderate,good,good,good,good,good
KA003,2026-06-19 09:44:29,kampala,Makindye Station,0.2936,32.5851,28,47,42,25,12,1,84.5,43.5,38.9,23.6,17.1,11.4,84.5,moderate,moderate,good,good,good,good,good
NA001,2026-06-19 09:45:04,nairobi,CBD Station,-1.2921,36.8219,14,30,56,27,13,1,55.2,27.8,54.3,25.5,18.6,11.4,55.2,moderate,moderate,good,moderate,good,good,good
NA002,2026-06-19 09:34:41,nairobi,Industrial Area Station,-1.3074,36.8364,23,49,54,34,18,1,74.0,45.4,50.0,32.1,25.7,11.4,74.0,moderate,moderate,good,good,good,good,good
NA003,2026-06-19 20:44:48,nairobi,Westlands Station,-1.2659,36.8015,19,40,48,29,12,1,65.7,37.0,44.4,27.4,17.1,11.4,65.7,moderate,moderate,good,good,good,good,good
GA001,2026-06-19 19:18:01,gaborone,Main Mall Station,-24.6589,25.9124,35,49,56,25,26,3,99.2,45.4,54.3,23.6,37.1,34.1,99.2,moderate,moderate,good,moderate,good,good,good
GA002,2026-06-19 09:53:47,gaborone,Broadhurst Station,-24.6428,25.9082,39,62,60,22,26,2,109.8,54.5,67.3,20.8,37.1,22.7,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2026-06-19 17:15:33,gaborone,Mogoditshane Station,-24.6279,25.8541,43,49,52,26,31,3,119.6,45.4,48.1,24.5,44.3,34.1,119.6,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
KI001,2026-06-19 20:10:22,kigali,City Center Station,-1.9501,30.0588,39,52,55,18,21,3,109.8,48.1,51.0,17.0,30.0,34.1,109.8,unhealthy_sensitive,unhealthy_sensitive,good,moderate,good,good,good
KI002,2026-06-19 20:38:53,kigali,Kicukiro Station,-1.9845,30.098,34,56,54,14,16,1,97.1,51.5,50.0,13.2,22.9,11.4,97.1,moderate,moderate,moderate,good,good,good,good
KI003,2026-06-19 13:24:36,kigali,Gikondo Station,-1.9739,30.0826,23,65,41,21,14,1,74.0,55.9,38.0,19.8,20.0,11.4,74.0,moderate,moderate,moderate,good,good,good,good
AA001,2026-06-20 08:51:05,addis_ababa,Bole Station,9.0227,38.7465,10,26,30,15,13,1,41.7,24.1,27.8,14.2,18.6,11.4,41.7,good,good,good,good,good,good,good
AA002,2026-06-20 13:48:13,addis_ababa,Merkato Station,9.0256,38.7469,16,44,26,10,13,1,59.4,40.7,24.1,9.4,18.6,11.4,59.4,moderate,moderate,good,good,good,good,good
AA003,2026-06-20 07:07:51,addis_ababa,Piazza Station,9.033,38.7501,18,28,27,11,20,1,63.6,25.9,25.0,10.4,28.6,11.4,63.6,moderate,moderate,good,good,good,good,good
